Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0611,Other,19,MCA,7.23,5,5,4.7,Few times a week,No,95.64,Moderate,3.2,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0612,Female,22,B.Tech CSE,5.8,3,3,5.6,Rarely,No,55.92,Moderate,-0.1,No,5,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0613,Male,23,BCA,6.99,5,2,8.4,Daily,Yes,82.29,Moderate,3.3,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0614,Other,19,B.Tech AI,8.56,1,5,6.2,Daily,Yes,62.5,High,4.9,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0615,Other,24,BCA,7.62,5,3,6,Daily,Yes,91.83,High,0.4,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0616,Male,23,B.Tech CSE,6.79,3,3,6.2,Rarely,No,75.62,Low,2.4,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0617,Other,24,BCA,7.63,4,4,6.2,Daily,No,56.76,Moderate,1.7,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0618,Other,22,BCA,5.73,5,3,7.1,Rarely,Yes,78.55,Moderate,0.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0619,Female,24,B.Tech CSE,6.3,2,1,7,Few times a week,No,70.39,High,-0.1,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0620,Other,18,MCA,5.92,1,5,6.1,Few times a week,Yes,83.07,Moderate,1.2,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0621,Male,20,BCA,7.47,1,1,6.3,Few times a week,Yes,94.1,Low,2.6,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0622,Female,19,BCA,7.71,2,5,7.8,Never,Yes,70.47,Low,4.7,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0623,Female,20,MCA,6.85,2,4,5,Rarely,Yes,64.49,Moderate,0.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0624,Male,24,BCA,6.13,5,3,6.4,Daily,No,50.73,Low,3.4,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0625,Male,22,BCA,6.98,2,3,6.6,Daily,Yes,78.74,Low,3.3,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0626,Female,19,BCA,6.51,4,3,5.7,Daily,Yes,70.11,High,5.5,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0627,Other,24,B.Tech IT,6.2,3,5,6.4,Daily,Yes,68.73,Low,3.9,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0628,Female,23,MCA,7.34,2,3,5.6,Never,Yes,59.15,Moderate,3.9,Yes,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0629,Male,21,BCA,6.24,2,1,7.1,Daily,Yes,71.5,Moderate,4,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0630,Female,24,MCA,5.43,4,3,5.2,Never,Yes,99.22,Low,1.6,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0631,Male,20,B.Tech AI,5.66,1,4,7.6,Rarely,Yes,64.89,Moderate,2.1,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0632,Female,19,B.Tech AI,5.4,1,1,6.4,Few times a week,No,79.99,High,4.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0633,Other,20,BCA,7.25,5,3,6.1,Daily,No,88.82,Low,-0.1,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0634,Female,19,MCA,7.15,4,3,5.5,Few times a week,No,87.46,Low,2,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0635,Female,24,MCA,7.1,3,2,7.5,Rarely,No,66.44,Low,1,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0636,Male,18,MCA,7.59,3,5,5.8,Rarely,Yes,80.54,Moderate,3.4,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0637,Male,23,B.Tech IT,8.19,4,1,5.3,Daily,No,93.56,Moderate,2.4,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0638,Male,24,B.Tech AI,6.41,3,2,7.6,Rarely,No,50.77,Low,3.9,No,5,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0639,Female,20,MCA,7.41,1,4,5.6,Few times a week,No,71.79,Moderate,2.8,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0640,Other,21,MCA,5.42,3,5,6.4,Daily,Yes,61.21,Moderate,0.7,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0641,Male,21,B.Tech IT,8.38,3,1,7.3,Never,No,69.43,Low,0.8,No,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0642,Male,22,B.Tech IT,5.76,4,3,6.7,Daily,No,70.8,Low,3,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0643,Female,19,MCA,6.29,4,1,8.2,Few times a week,Yes,87.33,Moderate,1.8,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0644,Male,20,B.Tech CSE,6.4,3,3,5.7,Daily,No,54.69,Low,2.2,No,3,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0645,Other,22,MCA,5.47,2,5,6.3,Daily,Yes,75.63,Low,4.4,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0646,Other,20,MCA,7.03,4,3,6.4,Few times a week,No,78.21,Low,4.1,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0647,Male,19,B.Tech IT,7.21,5,4,7.1,Daily,Yes,74.71,Low,5.7,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0648,Male,24,B.Tech IT,6.81,5,3,7.8,Daily,No,86.59,Moderate,2.5,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0649,Female,24,MCA,5.46,1,4,6.6,Few times a week,No,69.19,Low,2,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0650,Other,21,MCA,8.98,3,5,6.4,Rarely,No,97.25,High,3.6,Yes,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0651,Other,24,MCA,7.55,2,5,5,Few times a week,Yes,74.09,Low,2.2,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0652,Male,24,B.Tech IT,9.63,1,1,6.6,Daily,No,78.56,High,2.2,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0653,Female,18,MCA,6.19,3,4,5.8,Never,Yes,91.28,Low,2.7,No,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0654,Other,21,MCA,7.96,4,4,7.1,Never,Yes,63.76,High,5.5,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0655,Other,22,BCA,7.78,5,2,6.1,Few times a week,Yes,53.76,High,4.1,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0656,Female,23,B.Tech CSE,6.71,2,2,6.3,Never,Yes,85.39,Low,4.2,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0657,Female,18,B.Tech AI,8.41,5,2,5,Daily,No,74.15,Low,5.4,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0658,Other,22,B.Tech CSE,6.59,4,3,4.7,Daily,No,94.83,Low,4.4,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0659,Other,19,BCA,6.64,3,2,8.4,Few times a week,No,99.13,High,1.3,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0660,Female,18,B.Tech AI,3.53,4,4,6.6,Daily,Yes,69.96,Moderate,4.3,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0661,Other,22,MCA,7.41,4,3,6.9,Rarely,No,70.77,Moderate,4.5,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0662,Male,19,BCA,5.67,5,5,5.6,Daily,Yes,70.4,Low,4,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0663,Male,21,MCA,6.45,2,1,7.4,Few times a week,Yes,66.23,Moderate,2.7,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0664,Female,23,B.Tech IT,5.97,4,2,7.2,Rarely,Yes,89.08,Moderate,3.8,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0665,Female,19,BCA,6.63,5,5,5.7,Rarely,No,87.95,Low,3,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0666,Female,24,B.Tech IT,7.44,2,4,5.4,Never,No,73.93,High,1.5,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0667,Male,20,BCA,7.01,3,1,5.8,Daily,Yes,52.23,Low,1.9,No,3,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0668,Other,19,BCA,7.71,3,5,6.5,Few times a week,No,65.48,Moderate,4.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0669,Male,19,B.Tech IT,8.27,1,1,6.7,Never,No,64.62,High,1.6,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0670,Other,23,B.Tech AI,6.63,5,2,6.5,Never,Yes,90.55,Moderate,1.8,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0671,Male,20,B.Tech CSE,6.52,2,4,7.8,Daily,Yes,54.38,High,4.1,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0672,Other,24,MCA,7.96,4,1,5.8,Daily,No,90.28,Moderate,3.2,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0673,Male,22,BCA,8.04,3,5,5.4,Few times a week,Yes,83.46,Low,3.9,Yes,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0674,Female,22,MCA,7.74,2,2,6.5,Never,Yes,86.62,Moderate,1.2,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0675,Male,19,B.Tech IT,6.05,5,2,4.8,Few times a week,No,71.61,Moderate,3.8,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0676,Other,20,MCA,7.42,1,5,7.2,Never,No,83.99,High,2,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0677,Male,20,B.Tech IT,7.11,3,5,6.6,Never,Yes,80.45,Moderate,1.5,Yes,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0678,Male,24,MCA,8.05,2,1,6.2,Never,No,88.45,Low,2.2,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0679,Male,23,B.Tech CSE,6.43,2,3,6.1,Daily,Yes,72.34,Low,5,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0680,Female,21,B.Tech CSE,5.33,2,2,7.4,Never,Yes,73.64,Low,2.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0681,Male,22,B.Tech CSE,7.69,5,1,7.4,Never,No,82.18,High,6.3,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0682,Female,23,B.Tech CSE,4.44,5,5,6.3,Never,Yes,55.4,High,-0.1,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0683,Female,18,B.Tech CSE,6.27,5,1,7.1,Rarely,Yes,71.81,Moderate,0.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0684,Male,22,B.Tech CSE,5.98,4,5,7.4,Daily,Yes,98.6,Moderate,5,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0685,Male,23,B.Tech IT,5.97,2,4,6.8,Rarely,No,51.88,Moderate,5.4,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0686,Male,22,BCA,6.25,3,5,6.3,Daily,No,65.8,High,1.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0687,Other,21,MCA,8.22,5,5,6.9,Few times a week,No,65.71,High,3.1,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0688,Male,18,B.Tech CSE,7.82,5,5,5.5,Rarely,Yes,81.67,Moderate,4.1,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0689,Female,21,B.Tech IT,6.75,2,3,6.6,Few times a week,Yes,55.29,High,2.7,Yes,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0690,Male,24,B.Tech IT,8.13,5,5,6.3,Never,No,81.43,High,3.2,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
